index,_id,tags,tags1
Marketing Mix Modelling,6218dbc0dc7648060f3cde82,"['Marketing strategy', 'Workflow of models', 'Data types and sources', 'Correlation', 'Regression Techniques', 'Statistics behind regression', 'Optimization', 'BharathJPV', ['Marketing strategy', 'Workflow of models', 'Data types and sources', 'Correlation', 'Regression Techniques', 'Statistics behind regression', 'Optimization']]","Marketing strategy Workflow of models Data types and sources Correlation Regression Techniques Statistics behind regression Optimization BharathJPV ['Marketing strategy', 'Workflow of models', 'Data types and sources', 'Correlation', 'Regression Techniques', 'Statistics behind regression', 'Optimization']"
Graph ML,62174cc53c81b58163c7a95a,"['Embedding Methods', 'Supervised Graph learning', 'Unsupervised Graph learning', 'RishavDash', ['Embedding Methods', 'Supervised Graph learning', 'Unsupervised Graph learning']]","Embedding Methods Supervised Graph learning Unsupervised Graph learning RishavDash ['Embedding Methods', 'Supervised Graph learning', 'Unsupervised Graph learning']"
Complete Backend development with Nodejs,621539e66c13ba7683522b7a,"['Javascript', 'ES6', 'Web servers', 'Express Js', 'Body parsers', 'Middlewares', 'View Engines', 'Multer', 'Passport JS', 'Big Stack', 'MongoDB integration with Node JS', 'HiteshChoudhary', ['Javascript', 'ES6', 'Web servers', 'Express Js', 'Body parsers', 'Middlewares', 'View Engines', 'Multer', 'Passport JS', 'Big Stack', 'MongoDB integration with Node JS']]","Javascript ES6 Web servers Express Js Body parsers Middlewares View Engines Multer Passport JS Big Stack MongoDB integration with Node JS HiteshChoudhary ['Javascript', 'ES6', 'Web servers', 'Express Js', 'Body parsers', 'Middlewares', 'View Engines', 'Multer', 'Passport JS', 'Big Stack', 'MongoDB integration with Node JS']"
DSA with Python,621523a36c13ba5155522347,"['Big O notation', 'Time and space complexity', 'DSA problem solving', 'Stacks and heaps', 'Physical and logical strcutures', 'Abstract data types', 'Recursion', 'Linked Lists', 'Stacks', 'Queues', 'Trees', 'Hashing', 'AVL trees', 'Heaps', 'Sorting', 'HiteshChoudhary', ['Big O notation', 'Time and space complexity', 'DSA problem solving', 'Stacks and heaps', 'Physical and logical strcutures', 'Abstract data types', 'Recursion', 'Linked Lists', 'Stacks', 'Queues', 'Trees', 'Hashing', 'AVL trees', 'Heaps', 'Sorting']]","Big O notation Time and space complexity DSA problem solving Stacks and heaps Physical and logical strcutures Abstract data types Recursion Linked Lists Stacks Queues Trees Hashing AVL trees Heaps Sorting HiteshChoudhary ['Big O notation', 'Time and space complexity', 'DSA problem solving', 'Stacks and heaps', 'Physical and logical strcutures', 'Abstract data types', 'Recursion', 'Linked Lists', 'Stacks', 'Queues', 'Trees', 'Hashing', 'AVL trees', 'Heaps', 'Sorting']"
DSA with C++,621522346c13ba8cfb522211,"['C++ programming basics', 'C++ data types', 'C++ data structures', 'Input/Output in C++', 'Control Flow in C++', 'Loops', 'Functions', 'OOP in C++', 'Memory management', 'Macros', 'HiteshChoudhary', ['C++ programming basics', 'C++ data types', 'C++ data structures', 'Input/Output in C++', 'Control Flow in C++', 'Loops', 'Functions', 'OOP in C++', 'Memory management', 'Macros']]","C++ programming basics C++ data types C++ data structures Input/Output in C++ Control Flow in C++ Loops Functions OOP in C++ Memory management Macros HiteshChoudhary ['C++ programming basics', 'C++ data types', 'C++ data structures', 'Input/Output in C++', 'Control Flow in C++', 'Loops', 'Functions', 'OOP in C++', 'Memory management', 'Macros']"
DSA with Java,62151fbb6c13ba1eab521f3e,"['Problem Solving', 'Time-based DSA', 'Big O notation', 'Time and space complexity', 'Recursion', 'Power program theory', 'Combination theory', 'Stacks,queues,linked lists,trees', 'Searching, sorting, hashing', 'HiteshChoudhary', ['Problem Solving', 'Time-based DSA', 'Big O notation', 'Time and space complexity', 'Recursion', 'Power program theory', 'Combination theory', 'Stacks,queues,linked lists,trees', 'Searching, sorting, hashing']]","Problem Solving Time-based DSA Big O notation Time and space complexity Recursion Power program theory Combination theory Stacks,queues,linked lists,trees Searching, sorting, hashing HiteshChoudhary ['Problem Solving', 'Time-based DSA', 'Big O notation', 'Time and space complexity', 'Recursion', 'Power program theory', 'Combination theory', 'Stacks,queues,linked lists,trees', 'Searching, sorting, hashing']"
Email Marketing,6213689dc733e9f8222eaa7b,"['Understanding the importance, Benefits & forms of Email Marketing', 'Gain understanding on Email Marketing Domain & its concepts', 'Setting up of an Email Campaign', 'Deployment of an Email Campaign ', 'Automation Process', 'Analyse Email Campaign', 'AnkurKhanna', ['Understanding the importance, Benefits & forms of Email Marketing', 'Gain understanding on Email Marketing Domain & its concepts', 'Setting up of an Email Campaign', 'Deployment of an Email Campaign ', 'Automation Process', 'Analyse Email Campaign']]","Understanding the importance, Benefits & forms of Email Marketing Gain understanding on Email Marketing Domain & its concepts Setting up of an Email Campaign Deployment of an Email Campaign  Automation Process Analyse Email Campaign AnkurKhanna ['Understanding the importance, Benefits & forms of Email Marketing', 'Gain understanding on Email Marketing Domain & its concepts', 'Setting up of an Email Campaign', 'Deployment of an Email Campaign ', 'Automation Process', 'Analyse Email Campaign']"
MLflow,621329edc733e983ba2eaa11,"['Basic concepts', 'Installation', 'MLflow use cases', 'Apply Mlflow to track your ML/Dl experiments, Package Project, Serve model, and manage and register model', 'SunnyBhaveenChandra', ['Basic concepts', 'Installation', 'MLflow use cases', 'Apply Mlflow to track your ML/Dl experiments, Package Project, Serve model, and manage and register model']]","Basic concepts Installation MLflow use cases Apply Mlflow to track your ML/Dl experiments, Package Project, Serve model, and manage and register model SunnyBhaveenChandra ['Basic concepts', 'Installation', 'MLflow use cases', 'Apply Mlflow to track your ML/Dl experiments, Package Project, Serve model, and manage and register model']"
PostgreSQL,6213221ac733e9f5682ea95d,"['Exploring Database', 'Understanding how to use relational database.', 'Importance of PostgreSQL.', 'Different operations using PostgreSQL', 'ManjunathaA', ['Exploring Database', 'Understanding how to use relational database.', 'Importance of PostgreSQL.', 'Different operations using PostgreSQL']]","Exploring Database Understanding how to use relational database. Importance of PostgreSQL. Different operations using PostgreSQL ManjunathaA ['Exploring Database', 'Understanding how to use relational database.', 'Importance of PostgreSQL.', 'Different operations using PostgreSQL']"
RPA - UiPath,620f81fac733e961902ea7f1,"['Introduction to Course', 'What is RPA', 'ControlFlows in UiPath', 'Variables and Arguments in UiPath', 'Module 1: Input Activites and Methods in UiPath', 'Module 2: Type of Workflows in UiPath', 'Module 3: Selectors and Recordings in UiPath', 'Module 4: Error Handling and Debugging in UiPath', 'Module 5: Unstructured and Data Scrapping methods in UiPath', 'Module 6: Excel, PDF and Email activities in UiPath', 'Module 7 : Synchronization activities in UiPath', 'Module 8 : Connecting with Git, TFS and SVN in UiPath', 'Module 9 : Orchestratorsin UiPath', 'Module 10 : ReFramework in UiPath', ['Introduction to Course', 'What is RPA', 'ControlFlows in UiPath', 'Variables and Arguments in UiPath', 'Module 1: Input Activites and Methods in UiPath', 'Module 2: Type of Workflows in UiPath', 'Module 3: Selectors and Recordings in UiPath', 'Module 4: Error Handling and Debugging in UiPath', 'Module 5: Unstructured and Data Scrapping methods in UiPath', 'Module 6: Excel, PDF and Email activities in UiPath', 'Module 7 : Synchronization activities in UiPath', 'Module 8 : Connecting with Git, TFS and SVN in UiPath', 'Module 9 : Orchestratorsin UiPath', 'Module 10 : ReFramework in UiPath']]","Introduction to Course What is RPA ControlFlows in UiPath Variables and Arguments in UiPath Module 1: Input Activites and Methods in UiPath Module 2: Type of Workflows in UiPath Module 3: Selectors and Recordings in UiPath Module 4: Error Handling and Debugging in UiPath Module 5: Unstructured and Data Scrapping methods in UiPath Module 6: Excel, PDF and Email activities in UiPath Module 7 : Synchronization activities in UiPath Module 8 : Connecting with Git, TFS and SVN in UiPath Module 9 : Orchestratorsin UiPath Module 10 : ReFramework in UiPath ['Introduction to Course', 'What is RPA', 'ControlFlows in UiPath', 'Variables and Arguments in UiPath', 'Module 1: Input Activites and Methods in UiPath', 'Module 2: Type of Workflows in UiPath', 'Module 3: Selectors and Recordings in UiPath', 'Module 4: Error Handling and Debugging in UiPath', 'Module 5: Unstructured and Data Scrapping methods in UiPath', 'Module 6: Excel, PDF and Email activities in UiPath', 'Module 7 : Synchronization activities in UiPath', 'Module 8 : Connecting with Git, TFS and SVN in UiPath', 'Module 9 : Orchestratorsin UiPath', 'Module 10 : ReFramework in UiPath']"
Game Development,620d2100fc57ee7951a3c9be,"['Game development', 'Different game development packages in python', 'Pyglet module', 'creating games', '3D features', 'KhushaliShah', ['Game development', 'Different game development packages in python', 'Pyglet module', 'creating games', '3D features']]","Game development Different game development packages in python Pyglet module creating games 3D features KhushaliShah ['Game development', 'Different game development packages in python', 'Pyglet module', 'creating games', '3D features']"
MS SQL Server and T-SQL,620cfeebfc57ee551da3c978,"['Working with SQL Server', 'Architecture', 'Datatypes', 'Keys in Database', 'Imran', ['Working with SQL Server', 'Architecture', 'Datatypes', 'Keys in Database']]","Working with SQL Server Architecture Datatypes Keys in Database Imran ['Working with SQL Server', 'Architecture', 'Datatypes', 'Keys in Database']"
Snowflake Beginners,620cfc2afc57ee1ff2a3c926,"['Snowflake Architecture', 'Working with Snowflake UI', 'Features of Snowflake', 'Setup Connectors', 'Imran', ['Snowflake Architecture', 'Working with Snowflake UI', 'Features of Snowflake', 'Setup Connectors']]","Snowflake Architecture Working with Snowflake UI Features of Snowflake Setup Connectors Imran ['Snowflake Architecture', 'Working with Snowflake UI', 'Features of Snowflake', 'Setup Connectors']"
Tibco Spotfire,620bcd6bfc57eed3e3a3c8ac,"['Tibco spotfire Features', 'Analytics', 'spotfire mods', 'Dashboard', 'creating report', 'creating Dashboard', 'KhushaliShah', ['Tibco spotfire Features', 'Analytics', 'spotfire mods', 'Dashboard', 'creating report', 'creating Dashboard']]","Tibco spotfire Features Analytics spotfire mods Dashboard creating report creating Dashboard KhushaliShah ['Tibco spotfire Features', 'Analytics', 'spotfire mods', 'Dashboard', 'creating report', 'creating Dashboard']"
PyTorch Basics,620bc9f3fc57ee2720a3c883,"['Basic concepts', 'Installation', 'PyTorch usecases', 'Apply PyTorch to implement DL or ML algos from scratch', 'SunnyBhaveenChandra', ['Basic concepts', 'Installation', 'PyTorch usecases', 'Apply PyTorch to implement DL or ML algos from scratch']]","Basic concepts Installation PyTorch usecases Apply PyTorch to implement DL or ML algos from scratch SunnyBhaveenChandra ['Basic concepts', 'Installation', 'PyTorch usecases', 'Apply PyTorch to implement DL or ML algos from scratch']"
Streamlit,620b98d1fc57ee32aca3c819,"['Streamlit ', 'Web-apps ', 'Building UI', ['Streamlit ', 'Web-apps ', 'Building UI']]","Streamlit  Web-apps  Building UI ['Streamlit ', 'Web-apps ', 'Building UI']"
Dask,620514583812cc2907825d6b,"['Dask Arrays', 'Dask Dataframes', 'Dask Bags', 'ML with Dask', 'Imran', ['Dask Arrays', 'Dask Dataframes', 'Dask Bags', 'ML with Dask']]","Dask Arrays Dask Dataframes Dask Bags ML with Dask Imran ['Dask Arrays', 'Dask Dataframes', 'Dask Bags', 'ML with Dask']"
AWS QuickSight,6204ec653812cc0289825ce2,"['Working with filters', 'Building charts', 'Dashboards', 'Imran', ['Working with filters', 'Building charts', 'Dashboards']]","Working with filters Building charts Dashboards Imran ['Working with filters', 'Building charts', 'Dashboards']"
AWS Sagemaker,6204e7573812ccd798825c8d,"['Learn about various Algorithms like XgBoost ,Deep AR , Linear Learner , Factorization Machines on SageMaker', 'Learn To Deploy custom Machine Learnng Algorithms on SageMaker', 'Learn To implement Real world Machine Learning Problem on SageMaker', 'Learn To do Hyper Parameter Tuning on SageMaker', 'Imran', ['Learn about various Algorithms like XgBoost ,Deep AR , Linear Learner , Factorization Machines on SageMaker', 'Learn To Deploy custom Machine Learnng Algorithms on SageMaker', 'Learn To implement Real world Machine Learning Problem on SageMaker', 'Learn To do Hyper Parameter Tuning on SageMaker']]","Learn about various Algorithms like XgBoost ,Deep AR , Linear Learner , Factorization Machines on SageMaker Learn To Deploy custom Machine Learnng Algorithms on SageMaker Learn To implement Real world Machine Learning Problem on SageMaker Learn To do Hyper Parameter Tuning on SageMaker Imran ['Learn about various Algorithms like XgBoost ,Deep AR , Linear Learner , Factorization Machines on SageMaker', 'Learn To Deploy custom Machine Learnng Algorithms on SageMaker', 'Learn To implement Real world Machine Learning Problem on SageMaker', 'Learn To do Hyper Parameter Tuning on SageMaker']"
Trifacta,6204e2003812cc1277825bdd,"['Trifacta', 'Data preprocessing', 'Data transformation', 'Recipes', 'Scheduling jobs', 'MonalKumar', ['Trifacta', 'Data preprocessing', 'Data transformation', 'Recipes', 'Scheduling jobs']]","Trifacta Data preprocessing Data transformation Recipes Scheduling jobs MonalKumar ['Trifacta', 'Data preprocessing', 'Data transformation', 'Recipes', 'Scheduling jobs']"
System Design,6204d9e53812ccb94c825b06,"['System Design Concepts', 'What are Proxies ?', 'Caching', 'Rest API', 'Scaling', 'Database Replication', 'VaibhavKumar', ['System Design Concepts', 'What are Proxies ?', 'Caching', 'Rest API', 'Scaling', 'Database Replication']]","System Design Concepts What are Proxies ? Caching Rest API Scaling Database Replication VaibhavKumar ['System Design Concepts', 'What are Proxies ?', 'Caching', 'Rest API', 'Scaling', 'Database Replication']"
Drone,62037db551b00943fc7b1fda,"['Introduction', 'Basic understanding of UAV and Maneuvering of Aircraft.', 'Types of UAV', 'Basic understanding of UAV and Maneuvering of Aircraft.', 'Construction(Multirotor drone basic)', 'Drone Body Assembly', 'Transmitter and Receiver', 'Flight controller', 'Calibrations', 'SunnyBhaveenChandra', ['Introduction', 'Basic understanding of UAV and Maneuvering of Aircraft.', 'Types of UAV', 'Basic understanding of UAV and Maneuvering of Aircraft.', 'Construction(Multirotor drone basic)', 'Drone Body Assembly', 'Transmitter and Receiver', 'Flight controller', 'Calibrations']]","Introduction Basic understanding of UAV and Maneuvering of Aircraft. Types of UAV Basic understanding of UAV and Maneuvering of Aircraft. Construction(Multirotor drone basic) Drone Body Assembly Transmitter and Receiver Flight controller Calibrations SunnyBhaveenChandra ['Introduction', 'Basic understanding of UAV and Maneuvering of Aircraft.', 'Types of UAV', 'Basic understanding of UAV and Maneuvering of Aircraft.', 'Construction(Multirotor drone basic)', 'Drone Body Assembly', 'Transmitter and Receiver', 'Flight controller', 'Calibrations']"
Mathematics for Machine Learning,620263d190c5c479d8959e70,"['Vectors Operations', 'Matrix Operations', 'Eigen Decomposition', 'Applications of Eigen Decomposition', 'Differentiation', 'Partial Differentiation', 'Regression Project', 'Integration', 'Practical Implementations', 'BharathJPV', ['Vectors Operations', 'Matrix Operations', 'Eigen Decomposition', 'Applications of Eigen Decomposition', 'Differentiation', 'Partial Differentiation', 'Regression Project', 'Integration', 'Practical Implementations']]","Vectors Operations Matrix Operations Eigen Decomposition Applications of Eigen Decomposition Differentiation Partial Differentiation Regression Project Integration Practical Implementations BharathJPV ['Vectors Operations', 'Matrix Operations', 'Eigen Decomposition', 'Applications of Eigen Decomposition', 'Differentiation', 'Partial Differentiation', 'Regression Project', 'Integration', 'Practical Implementations']"
Class 10th Chemistry,620107346a34bd54d6eca023,"['Chemical reactions and equations ', 'Acids, Bases and Salts ', 'Metals and Non-metals', ' Carbon and its compounds ', 'Periodic classification of elements', 'JayantTopnani', ['Chemical reactions and equations ', 'Acids, Bases and Salts ', 'Metals and Non-metals', ' Carbon and its compounds ', 'Periodic classification of elements']]","Chemical reactions and equations  Acids, Bases and Salts  Metals and Non-metals  Carbon and its compounds  Periodic classification of elements JayantTopnani ['Chemical reactions and equations ', 'Acids, Bases and Salts ', 'Metals and Non-metals', ' Carbon and its compounds ', 'Periodic classification of elements']"
Class 9th Chemistry,620106fe6a34bdff84ec9fd4,"['Matter in our surroundings ', 'Is the matter around us pure?   ', 'Atoms and Molecules  ', 'Structure of the Atom', 'JayantTopnani', ['Matter in our surroundings ', 'Is the matter around us pure?   ', 'Atoms and Molecules  ', 'Structure of the Atom']]","Matter in our surroundings  Is the matter around us pure?    Atoms and Molecules   Structure of the Atom JayantTopnani ['Matter in our surroundings ', 'Is the matter around us pure?   ', 'Atoms and Molecules  ', 'Structure of the Atom']"
Class 8th Chemistry,620106906a34bd98d7ec9fa7,"['Coal and Petroleum  ', 'Synthetic fibers and plastics ', 'Materials - Metals and Non-metals ', 'Pollution of Air and Water', ' Combustion and Flame ', 'JayantTopnani', ['Coal and Petroleum  ', 'Synthetic fibers and plastics ', 'Materials - Metals and Non-metals ', 'Pollution of Air and Water', ' Combustion and Flame ']]","Coal and Petroleum   Synthetic fibers and plastics  Materials - Metals and Non-metals  Pollution of Air and Water  Combustion and Flame  JayantTopnani ['Coal and Petroleum  ', 'Synthetic fibers and plastics ', 'Materials - Metals and Non-metals ', 'Pollution of Air and Water', ' Combustion and Flame ']"
Class 6th Chemistry,620105d76a34bdc434ec9f7e,"['Variety in fabrics ', 'Fibre                                   ', 'Some plant fibres', 'Spinning Cotton Yarn', 'Yarn to fabric', 'History of clothing material ', 'Objects around us  ', 'Properties of materials', 'Methods of Separation of substances', 'Ways to bring a change ', 'Can all changes be reversed?', 'JayantTopnani', ['Variety in fabrics ', 'Fibre                                   ', 'Some plant fibres', 'Spinning Cotton Yarn', 'Yarn to fabric', 'History of clothing material ', 'Objects around us  ', 'Properties of materials', 'Methods of Separation of substances', 'Ways to bring a change ', 'Can all changes be reversed?']]","Variety in fabrics  Fibre                                    Some plant fibres Spinning Cotton Yarn Yarn to fabric History of clothing material  Objects around us   Properties of materials Methods of Separation of substances Ways to bring a change  Can all changes be reversed? JayantTopnani ['Variety in fabrics ', 'Fibre                                   ', 'Some plant fibres', 'Spinning Cotton Yarn', 'Yarn to fabric', 'History of clothing material ', 'Objects around us  ', 'Properties of materials', 'Methods of Separation of substances', 'Ways to bring a change ', 'Can all changes be reversed?']"
Solidity Live Class,6200fbc86a34bdea5fec9b8e,"['Solidity Fundamentals', 'Smart Contracts in Solidity', 'Smart Contract Best Practices', 'What are ICO and what are tokens', 'Understanding about ERC-20', 'Solana Blockchain', 'Web 3.0', 'Intro to IPFS', 'Oracles', 'DeFI', 'NFT’s', 'SanjeevanThorat', ['Solidity Fundamentals', 'Smart Contracts in Solidity', 'Smart Contract Best Practices', 'What are ICO and what are tokens', 'Understanding about ERC-20', 'Solana Blockchain', 'Web 3.0', 'Intro to IPFS', 'Oracles', 'DeFI', 'NFT’s']]","Solidity Fundamentals Smart Contracts in Solidity Smart Contract Best Practices What are ICO and what are tokens Understanding about ERC-20 Solana Blockchain Web 3.0 Intro to IPFS Oracles DeFI NFT’s SanjeevanThorat ['Solidity Fundamentals', 'Smart Contracts in Solidity', 'Smart Contract Best Practices', 'What are ICO and what are tokens', 'Understanding about ERC-20', 'Solana Blockchain', 'Web 3.0', 'Intro to IPFS', 'Oracles', 'DeFI', 'NFT’s']"
MLOPS Live Class,6200f4706a34bd741cec93e4,"[""Learn what MLOps is and why it's important in machine learning."", 'Create Projects and Register Models with their Metrics and Hyperparameters using Python and MLOps.', 'SunnyBhaveenChandra', [""Learn what MLOps is and why it's important in machine learning."", 'Create Projects and Register Models with their Metrics and Hyperparameters using Python and MLOps.']]","Learn what MLOps is and why it's important in machine learning. Create Projects and Register Models with their Metrics and Hyperparameters using Python and MLOps. SunnyBhaveenChandra [""Learn what MLOps is and why it's important in machine learning."", 'Create Projects and Register Models with their Metrics and Hyperparameters using Python and MLOps.']"
SPARK Augmented Reality Live Class,6200e2cb6a34bd6ce1ec7e1a,"['Mac or Windows laptop', 'Understanding the fundamentals of Unity and C# programming will be quite beneficial.', 'MonalKumar', ['Mac or Windows laptop', 'Understanding the fundamentals of Unity and C# programming will be quite beneficial.']]","Mac or Windows laptop Understanding the fundamentals of Unity and C# programming will be quite beneficial. MonalKumar ['Mac or Windows laptop', 'Understanding the fundamentals of Unity and C# programming will be quite beneficial.']"
Statistics Live Class,6200e0c96a34bd7b88ec7bfa,"['Understand what a Normal Distribution is.', 'Explain the difference between continuous and discrete variables', 'Understand the Central Limit Theorem', 'Use the Z-Score and Z-Tables', 'Understand the difference between normal distribution and t-distribution', 'Create confidence intervals', 'Understand standard deviations', 'Understand what a sampling distribution is', 'Apply Hypothesis Testing for Proportions', 'Use the t-Score and t-Tables', 'BharathJPV', ['Understand what a Normal Distribution is.', 'Explain the difference between continuous and discrete variables', 'Understand the Central Limit Theorem', 'Use the Z-Score and Z-Tables', 'Understand the difference between normal distribution and t-distribution', 'Create confidence intervals', 'Understand standard deviations', 'Understand what a sampling distribution is', 'Apply Hypothesis Testing for Proportions', 'Use the t-Score and t-Tables']]","Understand what a Normal Distribution is. Explain the difference between continuous and discrete variables Understand the Central Limit Theorem Use the Z-Score and Z-Tables Understand the difference between normal distribution and t-distribution Create confidence intervals Understand standard deviations Understand what a sampling distribution is Apply Hypothesis Testing for Proportions Use the t-Score and t-Tables BharathJPV ['Understand what a Normal Distribution is.', 'Explain the difference between continuous and discrete variables', 'Understand the Central Limit Theorem', 'Use the Z-Score and Z-Tables', 'Understand the difference between normal distribution and t-distribution', 'Create confidence intervals', 'Understand standard deviations', 'Understand what a sampling distribution is', 'Apply Hypothesis Testing for Proportions', 'Use the t-Score and t-Tables']"
Machine Learning Live Class,6200df616a34bdfe4bec7a71,"['Master machine learning on python', 'Make robust machine learning models', 'Use machine learning for personal purpose', 'Handle advanced techniques like dimensionality reduction', 'Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA', 'SagarKandpal', ['Master machine learning on python', 'Make robust machine learning models', 'Use machine learning for personal purpose', 'Handle advanced techniques like dimensionality reduction', 'Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA']]","Master machine learning on python Make robust machine learning models Use machine learning for personal purpose Handle advanced techniques like dimensionality reduction Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA SagarKandpal ['Master machine learning on python', 'Make robust machine learning models', 'Use machine learning for personal purpose', 'Handle advanced techniques like dimensionality reduction', 'Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA']"
Linux Live Class,6200df0d6a34bd17d1ec7a0f,"['Linux Introduction', 'Setting up Our Linux Space', 'Linux Concepts', 'Package Management', 'Linux Commands', 'Working with Terminal', 'Permissions & Security', 'SourangshuPal', ['Linux Introduction', 'Setting up Our Linux Space', 'Linux Concepts', 'Package Management', 'Linux Commands', 'Working with Terminal', 'Permissions & Security']]","Linux Introduction Setting up Our Linux Space Linux Concepts Package Management Linux Commands Working with Terminal Permissions & Security SourangshuPal ['Linux Introduction', 'Setting up Our Linux Space', 'Linux Concepts', 'Package Management', 'Linux Commands', 'Working with Terminal', 'Permissions & Security']"
Drone Live Class,6200decb6a34bd56afec798b,"['Basic understanding of UAV and Maneuvering of Aircraft.', 'Construction(Multirotor drone basic)', 'Drone Body Assembly', 'Transmitter and Receiver', 'Flight controller', 'Calibrations', 'SunnyBhaveenChandra', ['Basic understanding of UAV and Maneuvering of Aircraft.', 'Construction(Multirotor drone basic)', 'Drone Body Assembly', 'Transmitter and Receiver', 'Flight controller', 'Calibrations']]","Basic understanding of UAV and Maneuvering of Aircraft. Construction(Multirotor drone basic) Drone Body Assembly Transmitter and Receiver Flight controller Calibrations SunnyBhaveenChandra ['Basic understanding of UAV and Maneuvering of Aircraft.', 'Construction(Multirotor drone basic)', 'Drone Body Assembly', 'Transmitter and Receiver', 'Flight controller', 'Calibrations']"
Data Structures and Algorithms Live Class,6200de686a34bddd62ec785c,"['Problem solving', 'Analytical skill', 'Design Solution', 'Architecture design', 'Answer Confidently in interview.', 'Upscale your skill as a Developer.', 'PriyaBhatia', ['Problem solving', 'Analytical skill', 'Design Solution', 'Architecture design', 'Answer Confidently in interview.', 'Upscale your skill as a Developer.']]","Problem solving Analytical skill Design Solution Architecture design Answer Confidently in interview. Upscale your skill as a Developer. PriyaBhatia ['Problem solving', 'Analytical skill', 'Design Solution', 'Architecture design', 'Answer Confidently in interview.', 'Upscale your skill as a Developer.']"
Arduino Live Class,6200d1596a34bd01d9ec6f0b,"['Arduino UNO', 'Arduino Mega (R3)', 'Arduino Mega', 'Arduino Leonardo', 'Arduino Due', 'Arduino Zero', 'KishanMenaria', ['Arduino UNO', 'Arduino Mega (R3)', 'Arduino Mega', 'Arduino Leonardo', 'Arduino Due', 'Arduino Zero']]","Arduino UNO Arduino Mega (R3) Arduino Mega Arduino Leonardo Arduino Due Arduino Zero KishanMenaria ['Arduino UNO', 'Arduino Mega (R3)', 'Arduino Mega', 'Arduino Leonardo', 'Arduino Due', 'Arduino Zero']"
Aptitude Live Class,6200d0ea6a34bd1b38ec6d42,"['Numbers & Algebra', 'Percentage', 'Average', 'Time & Work', 'Distance', 'Time & Speed', 'Ratio, Proportion & Mixture', 'PrernaSingh', ['Numbers & Algebra', 'Percentage', 'Average', 'Time & Work', 'Distance', 'Time & Speed', 'Ratio, Proportion & Mixture']]","Numbers & Algebra Percentage Average Time & Work Distance Time & Speed Ratio, Proportion & Mixture PrernaSingh ['Numbers & Algebra', 'Percentage', 'Average', 'Time & Work', 'Distance', 'Time & Speed', 'Ratio, Proportion & Mixture']"
Microsoft PowerApps,61fff5156a34bd2237ec63a6,"['Microsoft PowerApps in details', 'Account Creation', 'Dashboard Overview', 'Create your first app using Datasource', 'Understanding of Data Cards', 'Building a PowerApp using premade Microsoft template', 'Various user functions & formulas in PowerApps', 'Common Data Service', 'Model Driven Apps', 'KhushaliShah', ['Microsoft PowerApps in details', 'Account Creation', 'Dashboard Overview', 'Create your first app using Datasource', 'Understanding of Data Cards', 'Building a PowerApp using premade Microsoft template', 'Various user functions & formulas in PowerApps', 'Common Data Service', 'Model Driven Apps']]","Microsoft PowerApps in details Account Creation Dashboard Overview Create your first app using Datasource Understanding of Data Cards Building a PowerApp using premade Microsoft template Various user functions & formulas in PowerApps Common Data Service Model Driven Apps KhushaliShah ['Microsoft PowerApps in details', 'Account Creation', 'Dashboard Overview', 'Create your first app using Datasource', 'Understanding of Data Cards', 'Building a PowerApp using premade Microsoft template', 'Various user functions & formulas in PowerApps', 'Common Data Service', 'Model Driven Apps']"
Robotics,61ffe6b16a34bd33c1ec6211,"['Introduction', 'Essential Tools Basics', 'Robot Car', 'Introduction to Bluetooth  ', 'Project: Bluetooth Robot Car', ['Introduction', 'Essential Tools Basics', 'Robot Car', 'Introduction to Bluetooth  ', 'Project: Bluetooth Robot Car']]","Introduction Essential Tools Basics Robot Car Introduction to Bluetooth   Project: Bluetooth Robot Car ['Introduction', 'Essential Tools Basics', 'Robot Car', 'Introduction to Bluetooth  ', 'Project: Bluetooth Robot Car']"
Artificial Intelligence for Kids,61ff835f6a34bd155bec5d9b,"['Introduction to Machine learning', 'Preprocessing data in Python', 'Bias and Variance', 'Data visualization', 'Linear regression', 'Logistic regression', 'K-means clustering', 'K-Nearest Neighbor', 'Projects', ['Introduction to Machine learning', 'Preprocessing data in Python', 'Bias and Variance', 'Data visualization', 'Linear regression', 'Logistic regression', 'K-means clustering', 'K-Nearest Neighbor', 'Projects']]","Introduction to Machine learning Preprocessing data in Python Bias and Variance Data visualization Linear regression Logistic regression K-means clustering K-Nearest Neighbor Projects ['Introduction to Machine learning', 'Preprocessing data in Python', 'Bias and Variance', 'Data visualization', 'Linear regression', 'Logistic regression', 'K-means clustering', 'K-Nearest Neighbor', 'Projects']"
